0.000848348,,0.000861827
0.000861827,,0.001718355
0.001434826,,0.005781972
0.001718355,,0.006828887
0.005781972,,0.011596921
0.006035433,,0.011747699
0.006293739,,0.014359929
0.006828887,,0.019298285
0.006963202,,0.025610462
0.007736311,,0.036567764
0.008288812,,0.037629652
0.011596921,,0.04326085
0.011659275,,0.066547419
0.011747699,,0.066560327
0.01193894,,0.070062267
0.012109327,,0.072936048
0.012838586,,0.076516795
0.013331816,,0.079859685
0.013456446,,0.086288642
0.014359929,,0.095709764
0.015948487,,0.096155037
0.01621133,,0.099046916
0.018999291,,0.10202617
0.019298285,,0.10320596
0.019492895,,0.109440277
0.020651344,,0.110247102
0.025610462,,0.116233706
0.02572789,,0.117230916
0.028319225,,0.123742678
0.03004507,,0.125463538
0.030317597,,0.131027055
0.030387986,,0.131314237
0.030603778,,0.134782332
0.034963719,,0.138258759
0.035520629,,0.141497854
0.035650414,,0.144386162
0.036125747,,0.152349305
0.036567764,,0.156174393
0.037138007,,0.156585194
0.037629652,,0.159976759
0.03865089,,0.1637484
0.038739004,,0.164761098
0.040003352,,0.166798571
0.041433587,,0.167055267
0.04157343,,0.176931345
0.042285506,,0.177155915
0.042538208,,0.179965704
0.043104736,,0.183734104
0.04326085,,0.185968695
0.046190535,,0.188390822
0.04653356,,0.189850318
0.047113919,,0.200237884
0.047148616,,0.204356303
0.047904694,,0.213188343
0.050050651,,0.215403149
0.050819431,,0.215575302
0.052150459,,0.220898097
0.052332524,,0.227435723
0.052880361,,0.231405391
0.054940141,,0.23217149
0.056076542,,0.23265502
0.05655507,,0.233461759
0.058582191,,0.235494854
0.059245533,,0.235742364
0.060730401,,0.240544417
0.060772094,,0.242205608
0.061893281,,0.245052942
0.062063703,,0.245712305
0.065017622,,0.246392754
0.065163249,,0.250171595
0.066547419,,0.253340028
0.066560327,,0.253779048
0.067404617,,0.256048649
0.069445065,,0.258003193
0.070062267,,0.2584183
0.070157938,,0.26099181
0.070317119,,0.26405238
0.070677675,,0.267117931
0.072546244,,0.269162519
